init_lat,init_lon,init_alt,curr_lat,curr_lon,curr_alt,azi_thet,elev_thet

-7.2766375,112.7937269,17.82,-7.2766375,112.7937269,17.8,276.34,-0.34
-7.2766375,112.7937269,17.82,-7.2766375,112.7937269,17.77,276.34,-0.35
-7.2766375,112.7937269,17.82,-7.2766375,112.7937268,17.72,276.29,-0.31
-7.2766375,112.7937269,17.82,-7.276637099999999,112.7937261,16.82,276.3,-0.3
-7.2766375,112.7937269,17.82,-7.276637,112.7937261,16.84,276.3,-0.3
-7.2766375,112.7937269,17.82,-7.276637,112.7937261,16.81,276.29,-0.32
-7.2766375,112.7937269,17.82,-7.276637,112.7937262,16.8,276.28,-0.32
-7.2766375,112.7937269,17.82,-7.276637,112.7937264,16.8,276.27,-0.31
-7.2766375,112.7937269,17.82,-7.276637,112.79372629999999,16.8,276.27,-0.33
-7.2766375,112.7937269,17.82,-7.276637099999999,112.79372629999999,16.81,276.28,-0.32
-7.2766375,112.7937269,17.82,-7.276637099999999,112.7937261,16.78,276.27,-0.35




-7.2766319,112.7937149,16.36,-7.2766322,112.7937159,16.35,80.76,2.31
-7.2766319,112.7937149,16.36,-7.2766318,112.7937168,16.490000000000002,80.84,6.01
-7.2766319,112.7937149,16.36,-7.276631399999999,112.7937173,16.56,81.05,2.87
-7.2766319,112.7937149,16.36,-7.2766307999999995,112.7937177,16.73,81.24,2.49
-7.2766319,112.7937149,16.36,-7.2766306,112.79371789999999,16.76,81.1,2.95
-7.2766319,112.7937149,16.36,-7.2766307999999995,112.79371719999999,16.85,81.32,4.05
-7.2766319,112.7937149,16.36,-7.276631699999999,112.79371739999999,16.8,81.39,1.47
-7.2766319,112.7937149,16.36,-7.2766335,112.79371809999999,16.6,81.17,0.42
-7.2766319,112.7937149,16.36,-7.2766344,112.7937189,16.56,80.98,1.54
-7.2766319,112.7937149,16.36,-7.276635,112.79371859999999,16.54,81.09,5.99
-7.2766319,112.7937149,16.36,-7.2766351,112.7937185,16.490000000000002,81.23,2.7
-7.2766319,112.7937149,16.36,-7.276635,112.7937182,16.490000000000002,81.18,2.55
-7.2766319,112.7937149,16.36,-7.276635,112.7937175,16.39,81.28,2.98
-7.2766319,112.7937149,16.36,-7.2766356,112.79371739999999,16.330000000000002,81.4,1.13
-7.2766319,112.7937149,16.36,-7.276635499999999,112.7937175,16.46,80.99,2.07
-7.2766319,112.7937149,16.36,-7.2766348999999995,112.7937168,16.45,81.08,1.09
-7.2766319,112.7937149,16.36,-7.2766345999999995,112.7937158,16.51,81.23,2.85
-7.2766319,112.7937149,16.36,-7.2766329999999995,112.7937151,16.72,81.12,2.23
-7.2766319,112.7937149,16.36,-7.2766322,112.79371429999999,16.92,80.97,4.11
-7.2766319,112.7937149,16.36,-7.2766307999999995,112.7937125,17.13,81.09,3.53
-7.2766319,112.7937149,16.36,-7.2766305,112.79371189999999,17.2,81.09,1.22
-7.2766319,112.7937149,16.36,-7.2766299,112.793712,17.31,80.76,0.75
-7.2766319,112.7937149,16.36,-7.276630399999999,112.79371239999999,17.23,80.98,2.34
-7.2766319,112.7937149,16.36,-7.2766316,112.7937127,16.7,81.0,2.41
-7.2766319,112.7937149,16.36,-7.2766321,112.79371359999999,16.66,81.01,2.46
-7.2766319,112.7937149,16.36,-7.276633899999999,112.7937146,16.28,81.05,2.53
-7.2766319,112.7937149,16.36,-7.2766351,112.7937154,16.17,81.06,2.54
-7.2766319,112.7937149,16.36,-7.2766354,112.7937154,16.31,81.09,2.63
-7.2766319,112.7937149,16.36,-7.2766356,112.79371619999999,16.27,81.12,2.42
-7.2766319,112.7937149,16.36,-7.276636099999999,112.7937175,16.19,81.13,2.39
-7.2766319,112.7937149,16.36,-7.276636399999999,112.7937187,16.16,81.13,2.3
-7.2766319,112.7937149,16.36,-7.276636399999999,112.79371959999999,16.05,81.13,2.31
-7.2766319,112.7937149,16.36,-7.2766366,112.7937207,15.93,81.13,2.16
-7.2766319,112.7937149,16.36,-7.2766364999999995,112.79372099999999,15.85,81.12,2.2
-7.2766319,112.7937149,16.36,-7.2766367,112.7937209,15.780000000000001,81.13,2.25
-7.2766319,112.7937149,16.36,-7.276637,112.79372049999999,15.52,81.14,2.32
-7.2766319,112.7937149,16.36,-7.2766372,112.7937201,15.47,81.14,2.37
-7.2766319,112.7937149,16.36,-7.2766375,112.79372,15.4,81.15,2.36
-7.2766319,112.7937149,16.36,-7.2766376,112.7937202,15.41,81.16,2.36
-7.2766319,112.7937149,16.36,-7.2766383,112.7937204,15.31,81.16,2.35
-7.2766319,112.7937149,16.36,-7.2766388,112.7937207,15.21,81.17,2.36
-7.2766319,112.7937149,16.36,-7.2766388,112.7937204,15.18,81.19,2.54
-7.2766319,112.7937149,16.36,-7.2766386999999995,112.79372029999999,15.15,81.19,2.41
-7.2766319,112.7937149,16.36,-7.2766386,112.79371959999999,15.24,81.21,2.53
-7.2766319,112.7937149,16.36,-7.2766383999999995,112.79371929999999,15.31,81.21,2.65
-7.2766319,112.7937149,16.36,-7.2766383,112.7937187,15.44,81.23,2.54
-7.2766319,112.7937149,16.36,-7.2766385,112.79371809999999,15.450000000000001,81.26,2.7
-7.2766319,112.7937149,16.36,-7.2766383999999995,112.7937178,15.44,81.2,2.72
-7.2766319,112.7937149,16.36,-7.2766383,112.793717,15.49,81.19,2.64
-7.2766319,112.7937149,16.36,-7.2766386,112.7937171,15.38,81.03,2.6
-7.2766319,112.7937149,16.36,-7.2766388,112.7937173,15.36,81.03,2.46
-7.2766319,112.7937149,16.36,-7.2766391,112.7937175,15.33,81.05,2.54
-7.2766319,112.7937149,16.36,-7.2766391,112.79371739999999,15.26,81.07,2.5
-7.2766319,112.7937149,16.36,-7.2766391,112.79371739999999,15.290000000000001,80.28,2.53
-7.2766319,112.7937149,16.36,-7.2766391,112.7937171,15.3,80.24,2.62
-7.2766319,112.7937149,16.36,-7.2766391,112.793717,15.21,80.27,2.61
-7.2766319,112.7937149,16.36,-7.2766392,112.79371719999999,15.19,80.31,2.57
-7.2766319,112.7937149,16.36,-7.276639299999999,112.79371719999999,15.18,80.34,2.55
-7.2766319,112.7937149,16.36,-7.276639299999999,112.7937171,15.19,80.36,2.57
-7.2766319,112.7937149,16.36,-7.276639299999999,112.793717,15.19,80.16,2.59
-7.2766319,112.7937149,16.36,-7.2766394,112.7937163,15.030000000000001,80.21,2.46
-7.2766319,112.7937149,16.36,-7.2766394,112.79371619999999,15.05,80.26,2.54
-7.2766319,112.7937149,16.36,-7.2766392,112.7937164,15.1,80.23,2.55

-7.2766471,112.7937324,17.05,-7.2766471,112.79373249999999,17.04,82.11,2.21
-7.2766471,112.7937324,17.05,-7.2766471,112.79373249999999,17.01,82.11,2.21
-7.2766471,112.7937324,17.05,-7.276647199999999,112.79373249999999,17.0,82.12,2.22
-7.2766471,112.7937324,17.05,-7.276646899999999,112.79373269999999,16.990000000000002,82.1,2.23
-7.2766471,112.7937324,17.05,-7.276646899999999,112.7937328,17.0,82.09,2.23
-7.2766471,112.7937324,17.05,-7.276646899999999,112.7937328,16.98,82.09,2.22
-7.2766471,112.7937324,17.05,-7.276647,112.7937328,16.96,82.09,2.21
-7.2766471,112.7937324,17.05,-7.276647,112.7937328,16.98,82.09,2.22
-7.2766471,112.7937324,17.05,-7.276647,112.7937329,16.94,82.1,2.22
-7.2766471,112.7937324,17.05,-7.276647,112.7937329,16.93,82.1,2.21
-7.2766471,112.7937324,17.05,-7.276647,112.79373299999999,16.9,82.1,2.21
-7.2766471,112.7937324,17.05,-7.276647,112.79373299999999,16.89,82.1,2.23
-7.2766471,112.7937324,17.05,-7.276647,112.79373299999999,16.88,82.1,2.23
-7.2766471,112.7937324,17.05,-7.276647,112.7937331,16.87,82.1,2.24
-7.2766471,112.7937324,17.05,-7.2766471,112.7937331,16.85,82.11,2.23
-7.2766471,112.7937324,17.05,-7.2766471,112.7937331,16.830000000000002,82.11,2.24
-7.2766471,112.7937324,17.05,-7.2766471,112.7937331,16.81,82.11,2.24
-7.2766471,112.7937324,17.05,-7.2766471,112.79373299999999,16.79,82.11,2.25
-7.2766471,112.7937324,17.05,-7.2766471,112.7937331,16.78,82.12,2.24
-7.2766471,112.7937324,17.05,-7.2766471,112.7937331,16.75,82.12,2.24
-7.2766471,112.7937324,17.05,-7.2766471,112.7937335,16.75,82.12,2.23
-7.2766471,112.7937324,17.05,-7.2766471,112.7937336,16.740000000000002,82.12,2.22
